Age,Attrition,Department,Gender,JobRole,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
29,Yes,Sales,Female,"Sales Executive",5765,No,3,7,1,5,3,0
34,Yes,Sales,Female,"Sales Executive",4599,Yes,4,16,4,15,9,10
35,No,Sales,Male,"Sales Representative",2404,No,3,1,3,1,0,0
24,Yes,"Research & Development",Male,"Laboratory Technician",3172,Yes,3,4,2,0,0,0
24,No,Sales,Female,"Sales Representative",2033,No,3,1,3,1,0,0
44,No,"Research & Development",Male,"Manufacturing Director",10209,Yes,3,16,2,2,2,2
29,No,Sales,Male,"Sales Executive",8620,No,3,10,3,10,7,0
30,No,"Human Resources",Male,"Human Resources",2064,No,4,6,4,5,3,1
55,No,"Research & Development",Male,"Healthcare Representative",4035,Yes,3,4,3,3,2,1
33,No,"Research & Development",Female,"Laboratory Technician",3838,No,3,8,3,5,4,0
47,No,Sales,Female,"Sales Executive",4591,Yes,3,11,2,5,4,1
28,Yes,"Research & Development",Male,"Laboratory Technician",2561,No,3,8,2,0,0,0
28,No,"Research & Development",Male,"Research Scientist",1563,No,3,1,1,1,0,0
28,No,Sales,Male,"Sales Executive",4898,No,3,5,3,4,2,1
49,No,"Research & Development",Female,"Laboratory Technician",4789,No,4,10,3,3,2,1
29,No,"Research & Development",Female,"Laboratory Technician",3180,No,3,4,3,3,2,0
28,No,"Research & Development",Male,"Manufacturing Director",6549,No,3,8,2,8,6,1
33,No,"Research & Development",Male,"Healthcare Representative",6388,Yes,3,14,3,0,0,0
32,No,"Research & Development",Male,Manager,11244,No,4,10,4,5,2,0
54,No,"Research & Development",Female,Manager,16032,No,4,26,3,14,9,1
29,Yes,"Research & Development",Male,"Research Scientist",2362,No,3,11,1,9,7,0
44,No,"Research & Development",Male,"Research Director",16328,No,3,24,4,20,6,14
39,No,"Research & Development",Female,"Manufacturing Director",8376,No,3,9,3,2,0,2
46,No,Sales,Female,Manager,16606,No,3,23,4,13,12,5
35,No,"Research & Development",Female,"Healthcare Representative",8606,No,3,11,1,11,8,3
23,No,"Research & Development",Male,"Laboratory Technician",2272,No,3,5,3,4,3,1
40,Yes,"Research & Development",Male,"Laboratory Technician",2018,No,3,15,1,5,4,1
34,No,Sales,Male,"Sales Executive",7083,Yes,3,10,3,10,9,8
31,Yes,"Research & Development",Female,"Research Scientist",4084,No,3,7,1,7,2,7
50,No,"Research & Development",Male,"Research Director",14411,Yes,3,32,3,32,6,13
34,No,Sales,Male,"Sales Representative",2308,Yes,4,12,3,11,10,5
42,No,"Research & Development",Male,"Laboratory Technician",4841,No,3,4,3,1,0,0
37,No,"Research & Development",Male,"Research Scientist",4285,No,3,10,3,10,8,3
29,No,"Research & Development",Female,"Healthcare Representative",9715,No,3,9,3,7,7,0
33,No,"Research & Development",Male,"Manufacturing Director",4320,No,3,5,3,5,3,0
45,No,"Research & Development",Male,"Research Scientist",2132,No,4,8,3,5,4,0
42,No,"Research & Development",Male,"Healthcare Representative",10124,Yes,3,24,1,20,8,13
40,No,Sales,Male,"Sales Executive",5473,No,3,9,4,8,4,7
33,No,"Research & Development",Male,"Laboratory Technician",5207,Yes,3,15,3,15,14,5
40,No,"Human Resources",Male,Manager,16437,Yes,4,21,3,21,7,7
24,No,"Research & Development",Male,"Laboratory Technician",2296,No,3,2,3,1,1,0
40,No,"Research & Development",Male,"Healthcare Representative",4069,Yes,3,8,3,2,2,2
45,No,"Research & Development",Male,"Healthcare Representative",7441,No,3,10,3,10,8,7
35,No,Sales,Female,"Sales Representative",2430,No,4,6,3,5,3,4
32,No,"Research & Development",Female,"Research Scientist",5878,No,3,12,3,7,1,2
36,No,Sales,Male,"Sales Representative",2644,Yes,4,7,2,3,2,1
48,No,Sales,Female,"Sales Executive",6439,No,3,18,3,8,7,7
29,No,"Research & Development",Male,"Research Scientist",2451,No,3,5,2,1,0,0
33,No,Sales,Male,"Sales Executive",6392,No,3,8,1,2,2,2
30,Yes,Sales,Male,"Sales Executive",9714,No,3,10,3,10,8,6
38,No,"Human Resources",Male,"Human Resources",6077,No,3,10,3,6,3,1
35,No,"Research & Development",Male,"Laboratory Technician",2450,No,3,3,3,3,0,1
30,No,Sales,Male,"Sales Executive",9250,No,3,9,3,4,2,1
35,Yes,"Research & Development",Female,"Laboratory Technician",2074,Yes,3,1,3,1,0,0
53,Yes,"Research & Development",Female,"Manufacturing Director",10169,No,3,34,3,33,7,1
38,Yes,"Research & Development",Male,"Manufacturing Director",4855,No,3,7,3,5,2,1
32,No,"Research & Development",Male,"Research Scientist",4087,No,3,9,2,6,5,1
48,No,"Research & Development",Female,"Research Scientist",2367,No,3,10,2,8,2,7
34,No,"Research & Development",Male,"Research Scientist",2972,No,3,1,1,1,0,0
55,No,Sales,Male,Manager,19586,No,4,36,3,36,6,2
34,No,"Research & Development",Male,"Research Scientist",5484,No,3,9,2,2,2,2
26,No,"Research & Development",Female,"Research Scientist",2061,No,4,1,3,1,0,0
38,No,Sales,Male,"Sales Executive",9924,No,3,10,3,9,8,7
38,No,Sales,Female,"Sales Executive",4198,No,3,8,4,3,2,1
36,No,Sales,Female,"Sales Executive",6815,No,3,15,3,1,0,0
29,No,"Research & Development",Male,"Laboratory Technician",4723,Yes,3,10,3,10,9,1
35,No,"Research & Development",Female,"Healthcare Representative",6142,Yes,3,10,3,5,2,0
39,No,Sales,Male,"Sales Executive",8237,No,3,11,3,7,6,7
29,No,"Research & Development",Male,"Healthcare Representative",8853,No,3,6,4,6,4,1
50,No,Sales,Male,Manager,19331,Yes,3,27,3,1,0,0
23,No,"Research & Development",Male,"Research Scientist",2073,No,3,4,3,2,2,2
36,No,"Research & Development",Male,"Laboratory Technician",5562,Yes,3,9,3,3,2,0
42,No,"Research & Development",Male,Manager,19613,No,4,24,3,1,0,0
35,No,"Research & Development",Male,"Laboratory Technician",3407,No,3,10,2,10,9,6
34,No,"Research & Development",Male,"Healthcare Representative",5063,No,3,8,2,8,2,7
40,No,Sales,Female,"Sales Executive",4639,No,3,5,3,5,4,1
43,No,"Research & Development",Male,"Laboratory Technician",4876,No,3,8,3,6,4,0
35,No,"Research & Development",Male,"Laboratory Technician",2690,No,3,1,2,1,0,0
46,No,Sales,Male,Manager,17567,No,3,27,1,26,0,0
28,Yes,"Research & Development",Male,"Laboratory Technician",2408,Yes,3,1,3,1,1,0
22,No,"Research & Development",Female,"Research Scientist",2814,Yes,3,4,2,4,2,1
50,No,"Research & Development",Male,"Healthcare Representative",11245,Yes,3,32,3,30,8,12
32,No,"Research & Development",Female,"Research Scientist",3312,No,3,6,3,3,2,0
44,No,"Research & Development",Female,"Research Director",19049,Yes,3,23,2,22,7,1
30,No,"Research & Development",Male,"Research Scientist",2141,No,3,6,2,6,4,1
45,No,"Research & Development",Female,"Laboratory Technician",5769,Yes,3,10,3,10,7,1
45,No,Sales,Male,"Sales Executive",4385,No,3,10,3,10,7,4
31,No,Sales,Male,"Sales Executive",5332,No,3,10,3,5,2,0
36,No,"Research & Development",Female,"Manufacturing Director",4663,Yes,3,7,3,3,2,1
34,No,"Research & Development",Male,"Manufacturing Director",4724,No,3,9,3,9,7,7
49,No,"Research & Development",Female,"Laboratory Technician",3211,No,3,10,2,9,6,1
39,No,"Research & Development",Male,"Manufacturing Director",5377,No,3,10,3,7,7,7
27,No,"Research & Development",Male,"Laboratory Technician",4066,No,3,7,3,7,7,0
35,No,"Research & Development",Male,"Research Scientist",5208,No,3,16,3,16,15,1
28,No,"Research & Development",Female,"Manufacturing Director",4877,No,4,6,2,5,3,0
21,No,"Research & Development",Male,"Research Scientist",3117,No,3,3,3,2,2,2
18,Yes,Sales,Female,"Sales Representative",1569,Yes,3,0,4,0,0,0
47,No,"Human Resources",Female,Manager,19658,No,3,27,3,5,2,1
39,No,"Research & Development",Male,"Laboratory Technician",3069,No,3,11,3,10,8,0
40,No,"Research & Development",Female,"Manufacturing Director",10435,No,3,18,3,18,15,14
35,No,"Research & Development",Female,"Healthcare Representative",4148,No,3,15,3,14,11,2
37,No,"Research & Development",Male,"Manufacturing Director",5768,No,3,9,2,4,3,0
39,No,"Research & Development",Female,"Manufacturing Director",5042,No,3,10,1,9,2,3
45,No,"Research & Development",Female,"Manufacturing Director",5770,No,3,10,3,10,7,3
38,No,"Research & Development",Female,"Manufacturing Director",7756,Yes,3,10,4,5,4,0
35,Yes,Sales,Male,"Sales Executive",10306,No,3,15,3,13,12,6
37,No,"Research & Development",Female,"Research Scientist",3936,No,3,8,1,8,4,7
40,No,"Research & Development",Female,"Manufacturing Director",7945,Yes,3,18,2,4,2,3
44,No,"Human Resources",Male,"Human Resources",5743,Yes,3,14,3,10,7,0
48,No,"Research & Development",Male,Manager,15202,No,4,23,3,2,2,2
35,Yes,Sales,Male,"Sales Executive",5440,Yes,3,7,2,2,2,2
24,No,"Research & Development",Female,"Research Scientist",3760,Yes,3,6,3,6,3,1
27,No,"Research & Development",Female,"Research Scientist",3517,No,3,5,3,3,2,0
27,No,"Research & Development",Male,"Research Scientist",2580,No,3,6,2,4,2,1
40,Yes,"Research & Development",Male,"Laboratory Technician",2166,Yes,3,10,1,4,2,0
29,No,Sales,Male,"Sales Executive",5869,No,3,8,3,5,2,1
36,No,"Research & Development",Female,"Healthcare Representative",8008,No,3,9,3,3,2,0
25,No,"Research & Development",Male,"Manufacturing Director",5206,No,3,7,3,7,7,0
39,No,"Research & Development",Male,"Manufacturing Director",5295,No,4,7,3,5,4,1
49,No,"Research & Development",Female,"Research Director",16413,No,3,27,3,4,2,1
50,No,"Research & Development",Female,"Research Director",13269,No,3,19,3,14,11,1
20,No,Sales,Female,"Sales Representative",2783,No,3,2,3,2,2,2
34,No,"Research & Development",Female,"Research Scientist",5433,No,3,11,3,11,8,7
36,No,"Research & Development",Male,"Laboratory Technician",2013,No,3,15,3,4,3,1
49,No,"Research & Development",Female,"Healthcare Representative",13966,Yes,3,30,3,15,11,2
36,No,"Research & Development",Female,"Manufacturing Director",4374,No,3,4,3,3,2,1
36,No,"Research & Development",Male,"Healthcare Representative",6842,No,4,13,3,5,4,0
54,No,"Research & Development",Female,Manager,17426,No,4,36,3,10,8,4
43,No,"Research & Development",Male,"Research Director",17603,No,4,14,3,14,10,6
35,Yes,Sales,Male,"Sales Executive",4581,Yes,4,13,4,11,9,6
38,No,"Research & Development",Male,"Research Scientist",4735,No,3,19,4,13,11,2
29,No,Sales,Male,"Sales Executive",4187,Yes,3,10,2,10,0,0
33,No,Sales,Male,"Sales Executive",5505,No,3,6,3,6,2,0
32,No,"Research & Development",Male,"Research Scientist",5470,No,3,10,2,9,5,1
31,No,Sales,Female,"Sales Executive",5476,No,3,10,3,10,0,0
49,No,"Research & Development",Female,"Laboratory Technician",2587,Yes,3,17,2,2,2,2
38,No,"Research & Development",Female,"Laboratory Technician",2440,No,4,4,3,4,3,3
47,No,Sales,Female,Manager,15972,No,3,29,3,3,2,1
49,No,"Research & Development",Male,Manager,15379,No,3,23,3,8,7,0
41,No,Sales,Male,"Sales Executive",7082,Yes,3,21,3,2,0,0
20,No,Sales,Male,"Sales Representative",2728,No,3,2,3,2,2,0
33,No,Sales,Female,"Sales Executive",5368,Yes,4,7,3,6,5,1
36,No,"Research & Development",Male,"Healthcare Representative",5347,No,3,10,2,3,2,0
44,No,"Human Resources",Female,"Human Resources",3195,Yes,3,8,3,2,2,2
23,Yes,"Research & Development",Male,"Laboratory Technician",3989,Yes,3,5,3,5,4,1
38,No,"Research & Development",Female,"Laboratory Technician",3306,No,3,7,2,0,0,0
53,No,"Research & Development",Male,"Healthcare Representative",7005,No,3,11,3,4,3,1
48,Yes,Sales,Female,"Sales Representative",2655,Yes,3,19,3,9,7,7
32,Yes,"Research & Development",Male,"Laboratory Technician",1393,No,3,1,3,1,0,0
26,No,"Research & Development",Male,"Laboratory Technician",2570,No,4,7,3,7,7,5
55,No,"Research & Development",Male,"Research Scientist",3537,No,3,8,3,4,2,1
34,No,"Research & Development",Male,"Laboratory Technician",3986,No,3,15,4,15,10,4
60,No,"Research & Development",Male,"Healthcare Representative",10883,No,4,19,4,1,0,0
33,No,"Research & Development",Male,"Laboratory Technician",2028,No,3,14,3,14,11,2
37,No,Sales,Male,"Sales Executive",9525,No,3,6,2,6,3,1
34,No,"Research & Development",Female,"Research Scientist",2929,No,3,10,3,10,9,8
23,Yes,Sales,Male,"Sales Representative",2275,Yes,4,3,3,3,2,0
44,No,"Research & Development",Female,"Healthcare Representative",7879,Yes,3,9,3,8,7,6
35,No,"Research & Development",Male,"Research Scientist",4930,Yes,3,6,4,5,4,1
43,No,Sales,Male,"Sales Executive",7847,Yes,3,10,3,10,9,8
24,No,"Research & Development",Male,"Research Scientist",4401,No,3,5,3,5,3,0
41,No,Sales,Male,"Sales Executive",9241,No,3,10,3,10,8,8
29,No,"Research & Development",Female,"Laboratory Technician",2974,No,3,9,3,5,3,1
36,No,Sales,Female,"Sales Representative",4502,No,3,17,2,13,7,6
45,No,"Research & Development",Male,"Healthcare Representative",10748,No,4,25,2,23,15,14
24,Yes,"Human Resources",Male,"Human Resources",1555,No,3,1,3,1,0,0
47,Yes,Sales,Male,"Sales Executive",12936,No,3,25,1,23,5,14
26,No,"Research & Development",Male,"Laboratory Technician",2305,No,3,3,4,3,2,0
45,No,"Research & Development",Female,"Research Director",16704,No,3,21,3,21,6,8
32,No,"Research & Development",Male,"Research Scientist",3433,No,3,10,2,5,2,1
31,No,"Research & Development",Male,"Laboratory Technician",3477,No,3,6,4,5,2,0
41,No,"Human Resources",Male,"Human Resources",6430,No,3,10,3,3,2,1
40,No,"Research & Development",Female,"Manufacturing Director",6516,Yes,3,18,3,1,0,0
24,No,"Research & Development",Male,"Laboratory Technician",3907,No,3,6,4,6,2,1
46,No,"Research & Development",Male,"Healthcare Representative",5562,No,3,19,3,10,7,0
35,No,"Research & Development",Male,"Manufacturing Director",6883,No,3,17,3,7,7,0
30,No,"Research & Development",Male,"Research Scientist",2862,No,3,10,2,10,0,0
47,No,Sales,Male,"Sales Executive",4978,No,3,4,1,1,0,0
46,No,Sales,Male,"Sales Executive",10368,Yes,3,13,2,10,6,0
36,Yes,Sales,Male,"Sales Executive",6134,Yes,3,16,3,2,2,2
32,Yes,Sales,Male,"Sales Executive",6735,No,3,10,3,0,0,0
23,No,"Research & Development",Female,"Laboratory Technician",3295,No,3,3,1,3,2,1
31,No,"Research & Development",Female,"Manufacturing Director",5238,No,4,9,2,5,4,1
39,No,"Research & Development",Male,"Laboratory Technician",6472,Yes,3,9,3,9,8,5
32,No,Sales,Male,"Sales Executive",9610,No,3,10,1,4,3,0
40,No,Sales,Male,Manager,19833,No,3,21,2,21,8,12
45,No,"Human Resources",Female,"Human Resources",9756,No,4,9,4,5,0,0
30,No,"Research & Development",Female,"Research Scientist",4968,No,3,10,3,9,7,0
24,No,"Human Resources",Male,"Human Resources",2145,No,3,3,3,2,2,2
30,Yes,"Human Resources",Female,"Human Resources",2180,No,3,6,2,4,2,1
31,No,Sales,Male,"Sales Executive",8346,No,3,6,3,5,2,0
27,No,"Research & Development",Female,"Research Scientist",3445,No,3,6,2,6,2,1
29,Yes,Sales,Female,"Sales Representative",2760,No,3,2,3,2,2,2
29,No,"Research & Development",Male,"Healthcare Representative",6294,Yes,3,10,4,3,2,0
30,No,Sales,Male,"Sales Executive",7140,No,3,12,3,7,7,1
34,No,"Research & Development",Male,"Research Scientist",2932,Yes,3,6,3,5,0,1
33,No,Sales,Female,"Sales Executive",5147,No,3,13,2,11,7,1
49,No,Sales,Female,"Sales Executive",4507,No,3,8,4,5,1,0
33,Yes,Sales,Female,"Sales Executive",8564,Yes,4,11,2,0,0,0
38,No,"Research & Development",Female,"Laboratory Technician",2468,No,3,9,2,6,1,0
31,Yes,Sales,Male,"Sales Executive",8161,No,3,10,3,1,0,0
29,No,"Research & Development",Female,"Research Scientist",2109,No,3,1,3,1,0,0
30,No,"Research & Development",Male,"Healthcare Representative",5294,No,3,10,3,7,0,1
32,No,"Research & Development",Male,"Research Scientist",2718,No,3,12,3,7,7,0
38,No,"Research & Development",Male,"Healthcare Representative",5811,Yes,3,15,3,1,0,1
43,Yes,"Research & Development",Male,"Research Scientist",2437,Yes,3,6,3,1,0,0
42,No,"Research & Development",Male,"Laboratory Technician",2766,No,4,7,2,5,3,0
55,No,"Research & Development",Male,"Research Director",19038,No,3,34,3,1,0,0
33,No,"Research & Development",Male,"Research Scientist",3055,No,3,11,2,9,8,1
41,No,"Research & Development",Male,"Laboratory Technician",2289,No,4,5,3,5,3,0
34,No,Sales,Male,"Sales Executive",4001,Yes,3,15,3,15,14,0
53,No,"Research & Development",Female,"Manufacturing Director",12965,Yes,4,27,2,3,2,0
43,No,"Human Resources",Male,"Human Resources",3539,No,3,10,3,9,7,1
34,No,Sales,Female,"Sales Executive",6029,No,3,6,3,2,2,2
21,Yes,Sales,Male,"Sales Representative",2679,No,3,1,3,1,0,1
38,No,"Research & Development",Female,"Laboratory Technician",3702,No,3,5,3,5,4,0
22,Yes,"Research & Development",Female,"Laboratory Technician",2398,Yes,3,1,3,1,0,0
31,No,Sales,Female,"Sales Executive",5468,No,3,13,3,12,7,5
51,No,"Research & Development",Female,Manager,13116,No,3,15,3,2,2,2
37,No,Sales,Male,"Sales Executive",4189,No,3,5,3,5,2,0
46,No,"Research & Development",Male,"Research Director",19328,Yes,3,24,3,2,1,2
36,No,"Research & Development",Male,"Healthcare Representative",8321,Yes,3,15,3,12,8,5
44,Yes,"Research & Development",Male,"Research Scientist",2342,Yes,3,6,2,5,3,2
37,No,"Human Resources",Male,"Human Resources",4071,No,3,19,2,10,0,4
35,Yes,Sales,Male,"Sales Executive",5813,Yes,3,10,3,10,7,7
33,No,"Research & Development",Male,"Research Scientist",3143,No,3,14,3,10,8,7
28,No,"Research & Development",Male,"Research Scientist",2044,No,3,5,4,5,3,0
39,No,"Research & Development",Male,"Research Director",13464,No,4,9,3,4,3,2
46,No,Sales,Male,"Sales Executive",7991,No,3,6,3,2,2,2
40,No,"Research & Development",Female,"Laboratory Technician",3377,No,3,7,2,4,3,0
42,No,"Research & Development",Male,"Healthcare Representative",5538,No,3,10,2,0,0,0
35,No,"Research & Development",Male,"Manufacturing Director",5762,No,3,15,3,7,7,1
38,No,"Human Resources",Male,"Human Resources",2592,No,3,13,3,11,10,3
34,Yes,"Research & Development",Male,"Laboratory Technician",5346,No,3,11,2,7,1,0
37,Yes,"Research & Development",Male,"Manufacturing Director",4213,No,3,10,1,10,3,0
39,No,Sales,Male,"Sales Executive",4127,No,3,7,3,2,1,2
43,No,"Research & Development",Male,"Research Scientist",2438,No,3,7,2,3,2,1
41,No,"Research & Development",Male,"Healthcare Representative",6870,No,3,11,1,3,2,1
41,No,Sales,Female,"Sales Executive",10447,Yes,3,23,4,22,14,13
30,No,"Research & Development",Female,"Manufacturing Director",9667,No,3,9,3,7,7,0
26,Yes,"Human Resources",Female,"Human Resources",2148,Yes,3,6,3,5,1,1
46,Yes,"Research & Development",Female,"Healthcare Representative",8926,No,4,13,4,9,7,3
40,No,"Research & Development",Female,"Healthcare Representative",6513,No,3,12,3,5,3,0
34,No,Sales,Male,"Sales Executive",6799,No,4,10,3,10,8,4
58,No,Sales,Male,Manager,16291,No,4,37,2,16,9,14
35,No,"Research & Development",Male,"Laboratory Technician",2705,No,3,6,4,5,4,0
47,No,"Research & Development",Female,"Manufacturing Director",10333,Yes,3,28,3,22,11,14
40,No,"Research & Development",Female,"Healthcare Representative",4448,No,3,15,3,7,4,7
54,No,"Research & Development",Female,"Research Scientist",6854,No,3,14,2,7,1,1
31,No,Sales,Female,"Sales Executive",9637,No,3,9,3,3,2,2
28,No,"Research & Development",Female,"Research Scientist",3591,No,4,3,3,3,2,1
38,No,Sales,Female,"Sales Representative",5405,Yes,4,20,2,4,2,0
26,No,Sales,Male,"Sales Executive",4684,No,3,5,3,5,3,1
58,No,"Research & Development",Male,"Research Director",15787,Yes,3,23,3,2,2,2
18,No,"Research & Development",Female,"Research Scientist",1514,No,3,0,1,0,0,0
31,Yes,"Human Resources",Male,"Human Resources",2956,No,3,2,3,1,0,0
29,Yes,"Human Resources",Male,"Human Resources",2335,Yes,3,4,3,2,2,2
45,No,Sales,Female,"Sales Executive",5154,No,4,10,4,8,7,5
36,No,"Research & Development",Female,"Research Scientist",6962,Yes,4,15,3,1,0,0
43,No,Sales,Male,"Sales Executive",5675,No,4,7,3,7,7,7
27,No,"Research & Development",Female,"Laboratory Technician",2379,Yes,3,6,2,5,4,0
29,No,"Research & Development",Male,"Laboratory Technician",3812,No,3,11,4,11,8,3
32,No,Sales,Male,"Sales Executive",4648,No,3,4,4,0,0,0
42,No,"Research & Development",Male,"Research Scientist",2936,No,4,10,2,6,3,3
47,No,"Research & Development",Female,"Laboratory Technician",2105,No,3,7,3,2,2,2
46,No,"Research & Development",Male,"Manufacturing Director",8578,No,3,12,2,9,8,4
28,No,"Human Resources",Male,"Human Resources",2706,No,3,3,3,3,2,2
29,No,"Research & Development",Male,"Healthcare Representative",6384,No,3,11,3,7,0,1
42,No,"Research & Development",Male,"Laboratory Technician",3968,No,3,8,3,0,0,0
32,Yes,Sales,Male,"Sales Executive",9907,Yes,3,7,2,2,2,2
46,No,Sales,Female,"Sales Executive",13225,No,3,25,3,19,17,2
27,No,Sales,Female,"Sales Representative",3540,No,4,9,3,9,8,5
29,No,"Human Resources",Male,"Human Resources",2804,No,3,1,3,1,0,0
43,No,"Research & Development",Female,Manager,19392,No,3,21,3,16,12,6
48,No,"Research & Development",Male,"Research Director",19665,No,3,29,3,22,10,12
29,Yes,"Research & Development",Male,"Research Scientist",2439,Yes,4,1,2,1,0,1
46,Yes,Sales,Female,"Sales Executive",7314,No,4,14,3,8,7,0
27,No,"Research & Development",Female,"Research Scientist",4774,No,3,8,2,7,6,7
39,No,"Research & Development",Male,"Research Scientist",3902,No,3,7,3,2,2,2
55,No,"Research & Development",Male,"Research Scientist",2662,No,4,19,4,5,2,0
28,No,Sales,Female,"Sales Representative",2856,No,3,1,3,1,0,0
30,Yes,Sales,Male,"Sales Representative",1081,No,3,1,2,1,0,0
22,Yes,"Research & Development",Male,"Research Scientist",2472,Yes,4,1,3,1,0,0
36,No,Sales,Female,"Sales Executive",5673,Yes,3,10,3,10,9,1
31,No,"Research & Development",Male,"Laboratory Technician",4197,No,3,10,3,10,8,0
34,No,Sales,Male,"Sales Executive",9713,Yes,3,9,3,5,3,1
29,No,"Research & Development",Male,"Laboratory Technician",2062,No,3,11,3,3,2,1
37,No,"Research & Development",Male,"Research Scientist",4284,Yes,4,16,3,5,3,0
35,No,"Research & Development",Female,"Manufacturing Director",4788,Yes,3,4,3,3,2,0
45,No,"Research & Development",Female,"Manufacturing Director",5906,No,3,10,2,9,8,3
36,No,"Human Resources",Male,"Human Resources",3886,No,4,10,2,10,1,0
40,No,"Research & Development",Male,Manager,16823,No,3,22,3,19,7,11
26,No,"Research & Development",Female,"Research Scientist",2933,Yes,3,1,2,1,0,1
27,No,Sales,Female,"Sales Executive",6500,No,3,9,2,8,7,0
48,No,"Research & Development",Female,Manager,17174,No,3,24,3,22,17,4
44,No,"Research & Development",Male,"Healthcare Representative",5033,No,3,10,3,2,0,2
34,Yes,"Research & Development",Male,"Research Scientist",2307,Yes,4,5,3,5,2,3
56,Yes,"Research & Development",Male,"Laboratory Technician",2587,No,3,5,3,4,2,1
36,No,Sales,Male,"Sales Executive",5507,No,3,12,1,4,2,1
41,No,Sales,Female,"Sales Executive",4393,No,4,14,3,5,4,1
42,No,"Research & Development",Male,"Research Director",13348,No,3,18,4,13,7,5
31,No,Sales,Female,"Sales Executive",6583,Yes,3,8,3,5,2,1
34,No,Sales,Female,"Sales Executive",8103,Yes,3,9,2,4,2,0
31,No,"Research & Development",Female,"Laboratory Technician",3978,No,3,4,2,2,2,2
26,No,"Research & Development",Male,"Laboratory Technician",2544,No,3,8,3,7,7,7
45,No,"Research & Development",Male,"Healthcare Representative",5399,No,3,12,3,4,2,0
33,No,Sales,Male,"Sales Executive",5487,No,3,10,2,10,4,0
28,No,Sales,Male,"Sales Executive",6834,Yes,3,7,3,7,7,0
29,Yes,Sales,Male,"Sales Representative",1091,No,3,1,3,1,0,0
39,No,Sales,Female,"Sales Executive",5736,No,3,10,3,3,2,1
27,No,"Research & Development",Male,"Research Scientist",2226,No,3,6,2,5,3,1
34,No,"Research & Development",Male,"Research Scientist",5747,Yes,3,16,3,15,10,6
28,Yes,Sales,Female,"Sales Executive",9854,Yes,3,6,3,2,0,2
47,No,"Research & Development",Male,"Research Scientist",5467,No,3,16,4,8,7,1
56,No,Sales,Female,"Sales Executive",5380,No,3,6,3,0,0,0
39,No,"Research & Development",Male,"Manufacturing Director",5151,No,4,10,3,10,0,7
38,No,"Research & Development",Female,"Research Scientist",2133,Yes,3,20,3,20,11,0
58,No,Sales,Female,Manager,17875,Yes,3,29,2,1,0,0
32,Yes,"Research & Development",Female,"Research Scientist",2432,Yes,3,8,3,4,1,0
38,No,"Research & Development",Male,"Research Scientist",4771,No,3,10,4,5,2,0
49,No,"Research & Development",Male,"Research Director",19161,No,3,28,3,5,4,4
42,No,Sales,Male,"Sales Executive",5087,Yes,3,14,3,0,0,0
27,Yes,"Human Resources",Female,"Human Resources",2863,No,3,1,3,1,0,0
35,No,Sales,Male,"Sales Executive",5561,No,3,6,1,5,3,0
28,No,"Research & Development",Male,"Research Scientist",2144,No,3,5,2,5,3,1
31,No,"Research & Development",Male,"Research Scientist",3065,Yes,3,4,4,4,2,2
36,No,"Research & Development",Male,"Laboratory Technician",2810,No,4,5,3,5,4,0
34,No,Sales,Male,"Sales Executive",9888,No,4,14,2,14,8,2
34,No,Sales,Male,"Sales Executive",8628,No,3,9,2,8,7,1
26,No,"Research & Development",Male,"Laboratory Technician",2867,No,3,8,2,7,7,7
29,No,"Research & Development",Male,"Healthcare Representative",5373,No,3,6,2,5,3,0
32,No,"Research & Development",Female,"Healthcare Representative",6667,No,3,9,3,5,1,1
31,No,"Research & Development",Male,"Research Scientist",5003,No,4,10,3,10,8,8
28,Yes,"Research & Development",Male,"Laboratory Technician",2367,No,3,6,2,4,1,0
38,No,Sales,Male,"Sales Representative",2858,No,3,20,2,1,0,0
35,No,Sales,Female,"Sales Executive",5204,Yes,3,10,3,10,8,0
27,No,Sales,Male,"Sales Executive",4105,No,3,7,3,7,7,0
32,No,"Research & Development",Male,"Manufacturing Director",9679,No,4,8,3,1,0,0
31,Yes,Sales,Male,"Sales Executive",5617,Yes,3,10,3,10,7,0
53,Yes,Sales,Male,"Sales Executive",10448,Yes,3,15,2,2,2,2
54,No,"Research & Development",Female,"Research Scientist",2897,No,3,9,2,4,3,2
33,No,"Research & Development",Male,"Healthcare Representative",5968,No,4,9,3,9,7,2
43,No,"Research & Development",Male,"Healthcare Representative",7510,No,3,10,3,10,9,0
38,No,"Human Resources",Male,"Human Resources",2991,Yes,3,7,3,6,2,1
55,No,"Human Resources",Male,Manager,19636,Yes,3,35,3,10,9,1
31,No,"Research & Development",Female,"Laboratory Technician",1129,Yes,3,1,3,1,0,0
39,No,Sales,Male,"Sales Executive",13341,No,3,21,3,20,8,11
42,No,"Research & Development",Male,"Research Scientist",4332,No,3,20,3,20,9,3
31,No,"Research & Development",Female,"Research Director",11031,No,4,13,4,11,7,4
54,No,"Research & Development",Female,"Manufacturing Director",4440,Yes,3,9,3,5,2,1
24,No,"Research & Development",Male,"Healthcare Representative",4617,No,3,4,2,4,3,1
23,No,"Research & Development",Male,"Laboratory Technician",2647,No,3,5,4,5,2,1
40,No,"Research & Development",Female,"Laboratory Technician",6323,No,3,10,4,10,9,9
